,Length of Human Path,Length of Shortest Path,Ratio of Human to Shortest Path
32711,6,4.0,1.5
32712,6,4.0,1.5
32713,7,4.0,1.75
32714,7,4.0,1.75
32715,6,4.0,1.5
32716,3,3.0,1.0
32717,18,4.0,4.5
32718,4,4.0,1.0
32719,4,4.0,1.0
32720,6,4.0,1.5
32721,4,4.0,1.0
32722,13,4.0,3.25
32723,8,4.0,2.0
32724,7,4.0,1.75
32725,7,4.0,1.75
32726,8,4.0,2.0
32727,5,4.0,1.25
32728,5,4.0,1.25
32729,4,3.0,1.3333333333333333
32730,5,4.0,1.25
32731,6,4.0,1.5
32732,16,5.0,3.2
32733,29,5.0,5.8
32734,7,5.0,1.4
32735,5,4.0,1.25
32736,7,4.0,1.75
32737,6,4.0,1.5
32738,5,4.0,1.25
32739,4,4.0,1.0
32740,7,4.0,1.75
32741,6,5.0,1.2
32742,9,4.0,2.25
32743,5,3.0,1.6666666666666667
32744,4,3.0,1.3333333333333333
32745,5,4.0,1.25
32746,16,4.0,4.0
32747,4,4.0,1.0
32748,4,4.0,1.0
32749,4,4.0,1.0
32750,4,4.0,1.0
32751,6,4.0,1.5
32752,5,5.0,1.0
32753,7,4.0,1.75
32754,5,4.0,1.25
32755,8,4.0,2.0
32756,10,5.0,2.0
32757,5,5.0,1.0
32758,7,4.0,1.75
32759,8,4.0,2.0
32760,6,3.0,2.0
32761,7,4.0,1.75
32762,4,4.0,1.0
32763,6,4.0,1.5
32764,6,5.0,1.2
32765,5,5.0,1.0
32766,6,3.0,2.0
32767,6,3.0,2.0
32768,7,4.0,1.75
32769,6,4.0,1.5
32770,9,4.0,2.25
32771,6,5.0,1.2
32772,6,5.0,1.2
32773,6,5.0,1.2
32774,12,4.0,3.0
32775,4,4.0,1.0
32776,7,4.0,1.75
32777,10,4.0,2.5
32778,4,4.0,1.0
32779,5,4.0,1.25
32780,4,4.0,1.0
32781,3,3.0,1.0
32782,5,3.0,1.6666666666666667
32783,6,3.0,2.0
32784,4,3.0,1.3333333333333333
32785,5,4.0,1.25
32786,4,4.0,1.0
32787,5,4.0,1.25
32788,5,4.0,1.25
32789,4,4.0,1.0
32790,4,3.0,1.3333333333333333
32791,3,3.0,1.0
32792,4,3.0,1.3333333333333333
32793,4,4.0,1.0
32794,2,2.0,1.0
32795,9,4.0,2.25
32796,7,4.0,1.75
32797,5,4.0,1.25
32798,5,4.0,1.25
32799,9,4.0,2.25
32800,6,4.0,1.5
32801,10,4.0,2.5
32802,4,4.0,1.0
32803,5,4.0,1.25
32804,10,4.0,2.5
32805,5,4.0,1.25
32806,7,4.0,1.75
32807,5,4.0,1.25
32808,8,4.0,2.0
32809,9,4.0,2.25
32810,7,4.0,1.75
32811,9,4.0,2.25
32812,6,4.0,1.5
32813,6,4.0,1.5
32814,2,2.0,1.0
32815,7,4.0,1.75
32816,4,3.0,1.3333333333333333
32817,6,4.0,1.5
32818,5,4.0,1.25
32819,8,4.0,2.0
32820,3,3.0,1.0
32821,4,3.0,1.3333333333333333
32822,4,3.0,1.3333333333333333
32823,7,3.0,2.3333333333333335
32824,3,3.0,1.0
32825,11,4.0,2.75
32826,5,4.0,1.25
32827,7,4.0,1.75
32828,5,4.0,1.25
32829,5,3.0,1.6666666666666667
32830,7,3.0,2.3333333333333335
32831,3,3.0,1.0
32832,5,4.0,1.25
32833,10,4.0,2.5
32834,7,4.0,1.75
32835,6,4.0,1.5
32836,4,4.0,1.0
32837,5,4.0,1.25
32838,4,3.0,1.3333333333333333
32839,4,3.0,1.3333333333333333
32840,4,4.0,1.0
32841,5,4.0,1.25
32842,5,4.0,1.25
32843,5,4.0,1.25
32844,7,4.0,1.75
32845,3,3.0,1.0
32846,3,3.0,1.0
32847,8,4.0,2.0
32848,7,4.0,1.75
32849,7,4.0,1.75
32850,3,3.0,1.0
32851,9,3.0,3.0
32852,6,3.0,2.0
32853,13,4.0,3.25
32854,13,4.0,3.25
32855,7,4.0,1.75
32856,5,4.0,1.25
32857,6,4.0,1.5
32858,6,4.0,1.5
32859,5,5.0,1.0
32860,5,4.0,1.25
32861,6,3.0,2.0
32862,13,4.0,3.25
32863,6,4.0,1.5
32864,4,4.0,1.0
32865,5,4.0,1.25
32866,3,3.0,1.0
32867,4,3.0,1.3333333333333333
32868,4,4.0,1.0
32869,18,4.0,4.5
32870,8,4.0,2.0
32871,5,4.0,1.25
32872,4,4.0,1.0
32873,6,4.0,1.5
32874,6,3.0,2.0
32875,10,3.0,3.3333333333333335
32876,7,4.0,1.75
32877,10,3.0,3.3333333333333335
32878,7,4.0,1.75
32879,7,3.0,2.3333333333333335
32880,8,3.0,2.6666666666666665
32881,5,4.0,1.25
32882,5,4.0,1.25
32883,6,4.0,1.5
32884,11,4.0,2.75
32885,5,4.0,1.25
32886,5,4.0,1.25
32887,8,4.0,2.0
32888,5,4.0,1.25
32889,11,4.0,2.75
32890,4,4.0,1.0
32891,3,3.0,1.0
32892,5,4.0,1.25
32893,5,4.0,1.25
32894,7,4.0,1.75
32895,7,4.0,1.75
32896,9,4.0,2.25
32897,5,4.0,1.25
32898,4,4.0,1.0
32899,11,5.0,2.2
32900,8,4.0,2.0
32901,5,4.0,1.25
32902,4,3.0,1.3333333333333333
32903,6,4.0,1.5
32904,6,4.0,1.5
32905,6,4.0,1.5
32906,5,4.0,1.25
32907,4,4.0,1.0
32908,6,5.0,1.2
32909,5,5.0,1.0
32910,5,4.0,1.25
32911,4,4.0,1.0
32912,7,4.0,1.75
32913,3,3.0,1.0
32914,4,3.0,1.3333333333333333
32915,7,4.0,1.75
32916,4,4.0,1.0
32917,6,4.0,1.5
32918,8,4.0,2.0
32919,6,4.0,1.5
32920,5,3.0,1.6666666666666667
32921,6,3.0,2.0
32922,5,3.0,1.6666666666666667
32923,8,4.0,2.0
32924,8,4.0,2.0
32925,8,4.0,2.0
32926,7,4.0,1.75
32927,7,4.0,1.75
32928,32,4.0,8.0
32929,9,4.0,2.25
32930,10,4.0,2.5
32931,11,4.0,2.75
32932,8,4.0,2.0
32933,6,4.0,1.5
32934,6,4.0,1.5
32935,11,4.0,2.75
32936,7,4.0,1.75
32937,2,2.0,1.0
32938,7,4.0,1.75
32939,5,3.0,1.6666666666666667
32940,5,4.0,1.25
32941,6,4.0,1.5
32942,4,3.0,1.3333333333333333
32943,13,5.0,2.6
32944,10,4.0,2.5
32945,4,3.0,1.3333333333333333
32946,4,3.0,1.3333333333333333
32947,8,3.0,2.6666666666666665
32948,5,3.0,1.6666666666666667
32949,6,3.0,2.0
32950,4,3.0,1.3333333333333333
32951,7,3.0,2.3333333333333335
32952,5,3.0,1.6666666666666667
32953,7,5.0,1.4
32954,4,3.0,1.3333333333333333
32955,4,3.0,1.3333333333333333
32956,3,3.0,1.0
32957,17,3.0,5.666666666666667
32958,3,3.0,1.0
32959,3,3.0,1.0
32960,3,3.0,1.0
32961,6,4.0,1.5
32962,8,4.0,2.0
32963,4,4.0,1.0
32964,4,4.0,1.0
32965,8,4.0,2.0
32966,9,4.0,2.25
32967,5,4.0,1.25
32968,4,4.0,1.0
32969,7,4.0,1.75
32970,4,3.0,1.3333333333333333
32971,3,3.0,1.0
32972,6,4.0,1.5
32973,5,4.0,1.25
32974,5,4.0,1.25
32975,5,4.0,1.25
32976,7,4.0,1.75
32977,8,4.0,2.0
32978,5,4.0,1.25
32979,7,5.0,1.4
32980,12,4.0,3.0
32981,7,5.0,1.4
32982,6,5.0,1.2
32983,13,5.0,2.6
32984,7,5.0,1.4
32985,6,5.0,1.2
32986,6,5.0,1.2
32987,5,4.0,1.25
32988,5,4.0,1.25
32989,7,5.0,1.4
32990,4,3.0,1.3333333333333333
32991,4,3.0,1.3333333333333333
32992,7,4.0,1.75
32993,8,5.0,1.6
32994,4,4.0,1.0
32995,7,4.0,1.75
32996,5,4.0,1.25
32997,3,3.0,1.0
32998,6,3.0,2.0
32999,8,4.0,2.0
33000,4,4.0,1.0
33001,4,3.0,1.3333333333333333
33002,5,4.0,1.25
33003,9,4.0,2.25
33004,6,5.0,1.2
33005,8,5.0,1.6
33006,5,5.0,1.0
33007,10,5.0,2.0
33008,7,5.0,1.4
33009,5,5.0,1.0
33010,9,5.0,1.8
33011,4,3.0,1.3333333333333333
33012,6,4.0,1.5
33013,4,3.0,1.3333333333333333
33014,6,5.0,1.2
33015,10,4.0,2.5
33016,5,4.0,1.25
33017,7,5.0,1.4
33018,5,3.0,1.6666666666666667
33019,7,4.0,1.75
33020,4,4.0,1.0
33021,4,3.0,1.3333333333333333
33022,6,5.0,1.2
33023,5,4.0,1.25
33024,5,3.0,1.6666666666666667
33025,20,4.0,5.0
33026,9,5.0,1.8
33027,9,5.0,1.8
33028,24,5.0,4.8
33029,26,5.0,5.2
33030,7,5.0,1.4
33031,10,5.0,2.0
33032,8,5.0,1.6
33033,4,4.0,1.0
33034,12,5.0,2.4
33035,14,5.0,2.8
33036,8,4.0,2.0
33037,7,4.0,1.75
33038,7,4.0,1.75
33039,5,4.0,1.25
33040,4,4.0,1.0
33041,4,4.0,1.0
33042,5,4.0,1.25
33043,5,4.0,1.25
33044,7,4.0,1.75
33045,15,5.0,3.0
33046,17,4.0,4.25
33047,3,3.0,1.0
33048,4,3.0,1.3333333333333333
33049,17,3.0,5.666666666666667
33050,3,3.0,1.0
33051,7,3.0,2.3333333333333335
33052,11,3.0,3.6666666666666665
33053,3,3.0,1.0
33054,2,2.0,1.0
33055,4,4.0,1.0
33056,17,3.0,5.666666666666667
33057,6,3.0,2.0
33058,7,3.0,2.3333333333333335
33059,6,3.0,2.0
33060,4,3.0,1.3333333333333333
33061,8,4.0,2.0
33062,7,4.0,1.75
33063,3,3.0,1.0
33064,3,3.0,1.0
33065,7,4.0,1.75
33066,6,4.0,1.5
33067,5,4.0,1.25
33068,10,4.0,2.5
33069,7,5.0,1.4
33070,10,5.0,2.0
33071,24,6.0,4.0
33072,7,6.0,1.1666666666666667
33073,5,4.0,1.25
33074,8,4.0,2.0
33075,8,4.0,2.0
33076,4,4.0,1.0
33077,4,4.0,1.0
33078,5,3.0,1.6666666666666667
33079,3,3.0,1.0
33080,14,4.0,3.5
33081,8,4.0,2.0
33082,5,4.0,1.25
33083,8,4.0,2.0
33084,6,4.0,1.5
33085,4,3.0,1.3333333333333333
33086,5,4.0,1.25
33087,5,4.0,1.25
33088,7,5.0,1.4
33089,5,3.0,1.6666666666666667
33090,3,3.0,1.0
33091,5,4.0,1.25
33092,5,4.0,1.25
33093,5,4.0,1.25
33094,3,3.0,1.0
33095,4,3.0,1.3333333333333333
33096,15,4.0,3.75
33097,7,4.0,1.75
33098,7,4.0,1.75
33099,5,4.0,1.25
33100,5,4.0,1.25
33101,8,4.0,2.0
33102,9,4.0,2.25
33103,9,4.0,2.25
33104,6,4.0,1.5
33105,6,4.0,1.5
33106,6,4.0,1.5
33107,9,4.0,2.25
33108,4,4.0,1.0
33109,6,4.0,1.5
33110,6,4.0,1.5
33111,6,4.0,1.5
33112,6,4.0,1.5
33113,8,4.0,2.0
33114,5,3.0,1.6666666666666667
33115,5,3.0,1.6666666666666667
33116,5,4.0,1.25
33117,5,4.0,1.25
33118,5,4.0,1.25
33119,5,4.0,1.25
33120,4,4.0,1.0
33121,5,4.0,1.25
33122,8,3.0,2.6666666666666665
33123,5,3.0,1.6666666666666667
33124,7,4.0,1.75
33125,5,5.0,1.0
33126,12,4.0,3.0
33127,10,4.0,2.5
33128,8,4.0,2.0
33129,3,3.0,1.0
33130,9,4.0,2.25
33131,4,4.0,1.0
33132,4,4.0,1.0
33133,4,4.0,1.0
33134,3,3.0,1.0
33135,9,4.0,2.25
33136,4,4.0,1.0
33137,6,4.0,1.5
33138,3,3.0,1.0
33139,7,3.0,2.3333333333333335
33140,4,4.0,1.0
33141,6,4.0,1.5
33142,7,4.0,1.75
33143,9,5.0,1.8
33144,8,5.0,1.6
33145,8,5.0,1.6
33146,6,5.0,1.2
33147,9,5.0,1.8
33148,5,5.0,1.0
33149,7,5.0,1.4
33150,6,5.0,1.2
33151,7,5.0,1.4
33152,6,5.0,1.2
33153,3,3.0,1.0
33154,4,4.0,1.0
33155,6,4.0,1.5
33156,5,4.0,1.25
33157,6,4.0,1.5
33158,5,4.0,1.25
33159,5,4.0,1.25
33160,5,3.0,1.6666666666666667
33161,5,3.0,1.6666666666666667
33162,6,4.0,1.5
33163,5,4.0,1.25
33164,5,4.0,1.25
33165,6,4.0,1.5
33166,6,4.0,1.5
33167,7,4.0,1.75
33168,5,4.0,1.25
33169,5,5.0,1.0
33170,5,5.0,1.0
33171,11,5.0,2.2
33172,7,5.0,1.4
33173,8,5.0,1.6
33174,14,5.0,2.8
33175,7,5.0,1.4
33176,8,5.0,1.6
33177,7,5.0,1.4
33178,8,5.0,1.6
33179,6,5.0,1.2
33180,12,5.0,2.4
33181,4,4.0,1.0
33182,7,4.0,1.75
33183,9,4.0,2.25
33184,9,4.0,2.25
33185,5,4.0,1.25
33186,7,5.0,1.4
33187,7,5.0,1.4
33188,15,5.0,3.0
33189,5,5.0,1.0
33190,6,5.0,1.2
33191,8,4.0,2.0
33192,5,4.0,1.25
33193,3,3.0,1.0
33194,3,3.0,1.0
33195,6,4.0,1.5
33196,5,4.0,1.25
33197,4,4.0,1.0
33198,4,4.0,1.0
33199,10,4.0,2.5
33200,9,3.0,3.0
33201,4,3.0,1.3333333333333333
33202,5,4.0,1.25
33203,4,4.0,1.0
33204,4,4.0,1.0
33205,3,3.0,1.0
33206,6,4.0,1.5
33207,3,3.0,1.0
33208,6,4.0,1.5
33209,5,4.0,1.25
33210,7,4.0,1.75
33211,5,5.0,1.0
33212,12,4.0,3.0
33213,4,4.0,1.0
33214,6,4.0,1.5
33215,6,5.0,1.2
33216,3,3.0,1.0
33217,5,2.0,2.5
33218,2,2.0,1.0
33219,5,3.0,1.6666666666666667
33220,12,4.0,3.0
33221,6,4.0,1.5
33222,8,4.0,2.0
33223,8,4.0,2.0
33224,10,4.0,2.5
33225,4,4.0,1.0
33226,6,4.0,1.5
33227,13,4.0,3.25
33228,9,4.0,2.25
33229,6,4.0,1.5
33230,8,4.0,2.0
33231,8,4.0,2.0
33232,6,4.0,1.5
33233,4,3.0,1.3333333333333333
33234,4,3.0,1.3333333333333333
33235,4,4.0,1.0
33236,12,4.0,3.0
33237,8,4.0,2.0
33238,7,4.0,1.75
33239,5,4.0,1.25
33240,6,4.0,1.5
33241,5,4.0,1.25
33242,7,4.0,1.75
33243,8,6.0,1.3333333333333333
33244,6,5.0,1.2
33245,2,2.0,1.0
33246,4,4.0,1.0
33247,8,5.0,1.6
33248,9,5.0,1.8
33249,7,4.0,1.75
33250,4,4.0,1.0
33251,4,4.0,1.0
33252,8,4.0,2.0
33253,4,3.0,1.3333333333333333
33254,13,3.0,4.333333333333333
33255,6,3.0,2.0
33256,6,3.0,2.0
33257,4,3.0,1.3333333333333333
33258,8,4.0,2.0
33259,4,4.0,1.0
33260,11,4.0,2.75
33261,14,4.0,3.5
33262,5,4.0,1.25
33263,5,4.0,1.25
33264,7,4.0,1.75
33265,5,4.0,1.25
33266,5,4.0,1.25
33267,3,3.0,1.0
33268,3,3.0,1.0
33269,3,3.0,1.0
33270,3,3.0,1.0
33271,4,3.0,1.3333333333333333
33272,6,4.0,1.5
33273,4,4.0,1.0
33274,7,5.0,1.4
33275,4,4.0,1.0
33276,5,4.0,1.25
33277,5,4.0,1.25
33278,8,4.0,2.0
33279,6,4.0,1.5
33280,7,6.0,1.1666666666666667
33281,8,6.0,1.3333333333333333
33282,5,4.0,1.25
33283,5,4.0,1.25
33284,5,4.0,1.25
33285,4,3.0,1.3333333333333333
33286,5,4.0,1.25
33287,3,3.0,1.0
33288,8,4.0,2.0
33289,5,4.0,1.25
33290,7,4.0,1.75
33291,4,4.0,1.0
33292,7,4.0,1.75
33293,7,4.0,1.75
33294,6,4.0,1.5
33295,7,4.0,1.75
33296,8,4.0,2.0
33297,4,4.0,1.0
33298,3,3.0,1.0
33299,3,3.0,1.0
33300,6,3.0,2.0
33301,3,3.0,1.0
33302,4,3.0,1.3333333333333333
33303,11,6.0,1.8333333333333333
33304,9,6.0,1.5
33305,3,3.0,1.0
33306,8,6.0,1.3333333333333333
33307,4,3.0,1.3333333333333333
33308,4,4.0,1.0
33309,6,3.0,2.0
33310,4,3.0,1.3333333333333333
33311,6,4.0,1.5
33312,4,4.0,1.0
33313,4,4.0,1.0
33314,8,5.0,1.6
33315,6,5.0,1.2
33316,6,5.0,1.2
33317,3,3.0,1.0
33318,7,5.0,1.4
33319,6,5.0,1.2
33320,5,5.0,1.0
33321,5,4.0,1.25
33322,3,3.0,1.0
33323,6,3.0,2.0
33324,4,4.0,1.0
33325,8,4.0,2.0
33326,5,4.0,1.25
33327,5,4.0,1.25
33328,6,4.0,1.5
33329,5,4.0,1.25
33330,4,4.0,1.0
33331,6,3.0,2.0
33332,9,3.0,3.0
33333,6,3.0,2.0
33334,6,3.0,2.0
33335,5,3.0,1.6666666666666667
33336,7,3.0,2.3333333333333335
33337,4,3.0,1.3333333333333333
33338,5,4.0,1.25
33339,4,4.0,1.0
33340,6,4.0,1.5
33341,4,3.0,1.3333333333333333
33342,4,4.0,1.0
33343,17,5.0,3.4
33344,12,5.0,2.4
33345,5,4.0,1.25
33346,4,4.0,1.0
33347,5,4.0,1.25
33348,6,4.0,1.5
33349,5,4.0,1.25
33350,5,4.0,1.25
33351,5,4.0,1.25
33352,6,3.0,2.0
33353,4,3.0,1.3333333333333333
33354,4,4.0,1.0
33355,5,4.0,1.25
33356,6,4.0,1.5
33357,7,4.0,1.75
33358,4,3.0,1.3333333333333333
33359,5,4.0,1.25
33360,6,4.0,1.5
33361,7,5.0,1.4
33362,5,4.0,1.25
33363,6,5.0,1.2
33364,5,5.0,1.0
33365,4,4.0,1.0
33366,5,4.0,1.25
33367,7,4.0,1.75
33368,5,4.0,1.25
33369,7,4.0,1.75
33370,10,4.0,2.5
33371,6,4.0,1.5
33372,7,4.0,1.75
33373,23,5.0,4.6
33374,8,5.0,1.6
33375,10,5.0,2.0
33376,4,3.0,1.3333333333333333
33377,7,4.0,1.75
33378,5,4.0,1.25
33379,5,4.0,1.25
33380,4,4.0,1.0
33381,4,4.0,1.0
33382,7,4.0,1.75
33383,3,3.0,1.0
33384,2,2.0,1.0
33385,2,2.0,1.0
33386,2,2.0,1.0
33387,2,2.0,1.0
33388,6,4.0,1.5
33389,15,4.0,3.75
33390,5,4.0,1.25
33391,4,4.0,1.0
33392,12,4.0,3.0
33393,8,4.0,2.0
33394,6,4.0,1.5
33395,5,4.0,1.25
33396,8,4.0,2.0
33397,8,4.0,2.0
33398,8,4.0,2.0
33399,6,4.0,1.5
33400,4,4.0,1.0
33401,6,3.0,2.0
33402,7,4.0,1.75
33403,13,4.0,3.25
33404,9,4.0,2.25
33405,8,4.0,2.0
33406,9,4.0,2.25
33407,8,4.0,2.0
33408,5,4.0,1.25
33409,7,4.0,1.75
33410,9,4.0,2.25
33411,5,4.0,1.25
33412,6,4.0,1.5
33413,12,4.0,3.0
33414,6,4.0,1.5
33415,5,4.0,1.25
33416,7,4.0,1.75
33417,5,4.0,1.25
33418,5,4.0,1.25
33419,7,4.0,1.75
33420,4,3.0,1.3333333333333333
33421,6,4.0,1.5
33422,9,3.0,3.0
33423,5,3.0,1.6666666666666667
33424,6,4.0,1.5
33425,7,4.0,1.75
33426,5,4.0,1.25
33427,5,4.0,1.25
33428,6,4.0,1.5
33429,7,5.0,1.4
33430,7,5.0,1.4
33431,5,4.0,1.25
33432,4,4.0,1.0
33433,15,4.0,3.75
33434,5,3.0,1.6666666666666667
33435,5,3.0,1.6666666666666667
33436,5,3.0,1.6666666666666667
33437,7,3.0,2.3333333333333335
33438,4,3.0,1.3333333333333333
33439,7,4.0,1.75
33440,5,3.0,1.6666666666666667
33441,4,4.0,1.0
33442,7,4.0,1.75
33443,7,5.0,1.4
33444,6,4.0,1.5
33445,4,4.0,1.0
33446,7,4.0,1.75
33447,6,4.0,1.5
33448,6,4.0,1.5
33449,7,4.0,1.75
33450,8,3.0,2.6666666666666665
33451,12,3.0,4.0
33452,7,4.0,1.75
33453,4,3.0,1.3333333333333333
33454,3,3.0,1.0
33455,7,3.0,2.3333333333333335
33456,5,4.0,1.25
33457,6,5.0,1.2
33458,8,5.0,1.6
33459,7,5.0,1.4
33460,8,5.0,1.6
33461,7,5.0,1.4
33462,8,3.0,2.6666666666666665
33463,4,4.0,1.0
33464,7,4.0,1.75
33465,8,4.0,2.0
33466,5,4.0,1.25
33467,6,4.0,1.5
33468,7,4.0,1.75
33469,7,4.0,1.75
33470,5,4.0,1.25
33471,4,4.0,1.0
33472,8,5.0,1.6
33473,18,3.0,6.0
33474,3,3.0,1.0
33475,7,4.0,1.75
33476,4,3.0,1.3333333333333333
33477,5,3.0,1.6666666666666667
33478,4,4.0,1.0
33479,11,4.0,2.75
33480,4,4.0,1.0
33481,17,4.0,4.25
33482,14,4.0,3.5
33483,5,4.0,1.25
33484,5,5.0,1.0
33485,8,4.0,2.0
33486,8,4.0,2.0
33487,10,4.0,2.5
33488,10,4.0,2.5
33489,7,4.0,1.75
33490,6,4.0,1.5
33491,4,4.0,1.0
33492,8,4.0,2.0
33493,6,4.0,1.5
33494,6,4.0,1.5
33495,5,4.0,1.25
33496,4,4.0,1.0
33497,4,4.0,1.0
33498,7,3.0,2.3333333333333335
33499,13,4.0,3.25
33500,8,4.0,2.0
33501,4,4.0,1.0
33502,8,5.0,1.6
33503,7,4.0,1.75
33504,12,5.0,2.4
33505,9,5.0,1.8
33506,9,5.0,1.8
33507,6,5.0,1.2
33508,7,5.0,1.4
33509,8,3.0,2.6666666666666665
33510,4,3.0,1.3333333333333333
33511,4,3.0,1.3333333333333333
33512,4,4.0,1.0
33513,3,3.0,1.0
33514,5,4.0,1.25
33515,6,3.0,2.0
33516,7,5.0,1.4
33517,7,5.0,1.4
33518,6,3.0,2.0
33519,7,3.0,2.3333333333333335
33520,5,4.0,1.25
33521,3,2.0,1.5
33522,5,4.0,1.25
33523,4,4.0,1.0
33524,8,4.0,2.0
33525,6,4.0,1.5
33526,5,4.0,1.25
33527,13,4.0,3.25
33528,11,4.0,2.75
33529,15,4.0,3.75
33530,5,4.0,1.25
33531,7,4.0,1.75
33532,5,4.0,1.25
33533,6,4.0,1.5
33534,3,3.0,1.0
33535,6,3.0,2.0
33536,3,3.0,1.0
33537,5,4.0,1.25
33538,8,3.0,2.6666666666666665
33539,5,4.0,1.25
33540,13,5.0,2.6
33541,4,3.0,1.3333333333333333
33542,7,4.0,1.75
33543,6,4.0,1.5
33544,3,3.0,1.0
33545,7,5.0,1.4
33546,8,4.0,2.0
33547,6,4.0,1.5
33548,11,4.0,2.75
33549,7,4.0,1.75
33550,4,4.0,1.0
33551,7,4.0,1.75
33552,8,4.0,2.0
33553,7,4.0,1.75
33554,4,4.0,1.0
33555,8,6.0,1.3333333333333333
33556,6,5.0,1.2
33557,11,5.0,2.2
33558,8,5.0,1.6
33559,6,5.0,1.2
33560,7,5.0,1.4
33561,10,5.0,2.0
33562,5,3.0,1.6666666666666667
33563,4,4.0,1.0
33564,9,5.0,1.8
33565,6,4.0,1.5
33566,5,4.0,1.25
33567,7,4.0,1.75
33568,4,4.0,1.0
33569,4,4.0,1.0
33570,6,5.0,1.2
33571,14,5.0,2.8
33572,6,5.0,1.2
33573,4,4.0,1.0
33574,3,3.0,1.0
33575,6,4.0,1.5
33576,3,3.0,1.0
33577,4,4.0,1.0
33578,7,5.0,1.4
33579,8,6.0,1.3333333333333333
33580,8,4.0,2.0
33581,10,4.0,2.5
33582,8,4.0,2.0
33583,5,4.0,1.25
33584,8,4.0,2.0
33585,6,5.0,1.2
33586,5,3.0,1.6666666666666667
33587,12,4.0,3.0
33588,5,3.0,1.6666666666666667
33589,9,3.0,3.0
33590,4,3.0,1.3333333333333333
33591,7,4.0,1.75
33592,6,4.0,1.5
33593,5,3.0,1.6666666666666667
33594,6,4.0,1.5
33595,11,4.0,2.75
33596,4,4.0,1.0
33597,5,3.0,1.6666666666666667
33598,9,4.0,2.25
33599,3,3.0,1.0
33600,6,4.0,1.5
33601,4,4.0,1.0
33602,6,5.0,1.2
33603,5,3.0,1.6666666666666667
33604,7,4.0,1.75
33605,6,4.0,1.5
33606,5,3.0,1.6666666666666667
33607,9,3.0,3.0
33608,5,4.0,1.25
33609,7,4.0,1.75
33610,5,4.0,1.25
33611,3,3.0,1.0
33612,8,5.0,1.6
33613,7,4.0,1.75
33614,10,4.0,2.5
33615,6,4.0,1.5
33616,4,4.0,1.0
33617,4,3.0,1.3333333333333333
33618,10,4.0,2.5
33619,5,4.0,1.25
33620,4,4.0,1.0
33621,8,4.0,2.0
33622,4,4.0,1.0
33623,5,4.0,1.25
33624,4,4.0,1.0
33625,6,4.0,1.5
33626,8,4.0,2.0
33627,3,3.0,1.0
33628,3,3.0,1.0
33629,4,4.0,1.0
33630,6,4.0,1.5
33631,7,5.0,1.4
33632,5,5.0,1.0
33633,4,4.0,1.0
33634,4,4.0,1.0
33635,6,3.0,2.0
33636,5,3.0,1.6666666666666667
33637,3,3.0,1.0
33638,8,4.0,2.0
33639,6,4.0,1.5
33640,6,4.0,1.5
33641,6,4.0,1.5
33642,7,4.0,1.75
33643,6,5.0,1.2
33644,5,5.0,1.0
33645,6,4.0,1.5
33646,7,4.0,1.75
33647,7,3.0,2.3333333333333335
33648,4,4.0,1.0
33649,14,5.0,2.8
33650,9,5.0,1.8
33651,4,4.0,1.0
33652,5,4.0,1.25
33653,5,4.0,1.25
33654,5,4.0,1.25
33655,5,4.0,1.25
33656,4,4.0,1.0
33657,3,3.0,1.0
33658,9,5.0,1.8
33659,5,4.0,1.25
33660,5,4.0,1.25
33661,5,3.0,1.6666666666666667
33662,5,3.0,1.6666666666666667
33663,6,5.0,1.2
33664,6,5.0,1.2
33665,6,5.0,1.2
33666,6,4.0,1.5
33667,5,4.0,1.25
33668,6,4.0,1.5
33669,9,5.0,1.8
33670,6,4.0,1.5
33671,4,4.0,1.0
33672,4,4.0,1.0
33673,4,3.0,1.3333333333333333
33674,6,4.0,1.5
33675,5,4.0,1.25
33676,7,4.0,1.75
33677,4,4.0,1.0
33678,8,4.0,2.0
33679,6,4.0,1.5
33680,4,4.0,1.0
33681,7,4.0,1.75
33682,5,4.0,1.25
33683,6,4.0,1.5
33684,6,4.0,1.5
33685,10,4.0,2.5
33686,7,4.0,1.75
33687,5,4.0,1.25
33688,9,5.0,1.8
33689,8,5.0,1.6
33690,3,3.0,1.0
33691,5,4.0,1.25
33692,12,4.0,3.0
33693,5,4.0,1.25
33694,6,4.0,1.5
33695,7,4.0,1.75
33696,4,3.0,1.3333333333333333
33697,5,4.0,1.25
33698,4,3.0,1.3333333333333333
33699,5,5.0,1.0
33700,5,4.0,1.25
33701,5,3.0,1.6666666666666667
33702,4,3.0,1.3333333333333333
33703,5,4.0,1.25
33704,6,5.0,1.2
33705,2,2.0,1.0
33706,21,5.0,4.2
33707,12,5.0,2.4
33708,8,4.0,2.0
33709,7,4.0,1.75
33710,7,5.0,1.4
33711,3,3.0,1.0
33712,20,5.0,4.0
33713,3,3.0,1.0
33714,4,3.0,1.3333333333333333
33715,6,4.0,1.5
33716,5,4.0,1.25
33717,7,4.0,1.75
33718,7,4.0,1.75
33719,9,6.0,1.5
33720,5,5.0,1.0
33721,5,4.0,1.25
33722,6,4.0,1.5
33723,4,4.0,1.0
33724,8,4.0,2.0
33725,3,3.0,1.0
33726,3,3.0,1.0
33727,12,4.0,3.0
33728,11,4.0,2.75
33729,3,3.0,1.0
33730,4,2.0,2.0
33731,5,4.0,1.25
33732,5,4.0,1.25
33733,3,3.0,1.0
33734,11,5.0,2.2
